,TimeStamp,Light,Moisture 1,Moisture 2,Temp,Humidity
464,03:23:00,0.0005899886394247099,0.0,0.013761290260123682,0.0678687676561377,0.5316048057470789
962,12:36:00,0.8609947237740534,1.0,1.0,0.24137439914545145,0.17269819895640456
1039,13:53:00,0.7605912476722531,1.0,0.8562280459407194,0.2673313156489225,0.0848342029961286
1125,15:19:00,0.6817970204841713,0.9252274607113318,0.7628961597663497,0.2631653907779949,0.06766537619929297
965,12:39:00,0.8731378026070764,1.0,1.0,0.2695745059640373,0.12422151153004544
1112,15:06:00,0.6626707014276847,0.8962779156327539,0.7382089434423964,0.2553676339683104,0.055546204342703236
839,10:33:00,0.7088376784605834,0.9815550041356492,0.8388226704029678,0.14384902973117308,0.5019357010604271
1307,18:21:00,0.1918005839483182,0.22301871764237352,0.19599794766546927,0.2273772080786499,0.2372963773401409
1421,07:24:00,0.5143544382371197,0.7008271298593879,0.6021628448514031,0.04119636816806116,0.6564551422319473
946,12:20:00,0.7853429546865301,1.0,0.917146860322848,0.20900836745593687,0.2514728160242383
481,03:40:00,0.00036160594029256406,0.0,0.01550383844642156,0.05675963466699808,0.5880847198711858
1066,14:20:00,0.7303305400372437,0.9948717948717948,0.8220389154201366,0.26337902795086304,0.07372496212758789
535,04:34:00,0.0004948291814529824,0.0,0.01833547924915541,0.039833927329770535,0.7109533049832788
259,23:58:00,0.0035970275113312955,0.0,0.014806819171902352,0.12357163731394948,0.3973411502415257
548,04:47:00,0.00038063783188690964,0.0,0.017159259223404392,0.04056754931961948,0.7193757483175753
1357,19:11:00,3.879577901924271e-05,0.0,0.0038086592730000603,0.2096492789745411,0.3322672950681703
1428,07:31:00,0.5886483550589696,0.8145574855252271,0.7030429806212259,0.05038276660138842,0.6604948661841437
429,02:48:00,0.00013578522656734946,0.0,0.012955361723961,0.08066583585543874,0.5322336307019021
780,09:34:00,0.6753957169459963,0.9409429280397024,0.8116489718593359,0.08905109489051087,0.6402962464231612
617,05:56:00,0.0005519248562360188,0.0,0.0180305333165533,0.035432195390677323,0.644069196152099
621,06:00:00,0.00021337678460583488,0.0,0.017395508544815863,0.035374755207406065,0.6453459013634066
1243,17:17:00,0.4641843115617169,0.6062126642771803,0.4944415939798185,0.24722964017961346,0.1060053488937514
254,23:53:00,0.0036541231861143314,0.0,0.013412780622864221,0.12304762160691453,0.4235993559308036
1046,14:00:00,0.7578626112145667,1.0,0.8522319138019496,0.26821355804798896,0.05154388524191589
1228,17:02:00,0.5074487895716947,0.6650124069478907,0.5403560011051032,0.2519494392024209,0.10503282275711157
764,09:18:00,0.6643159298342415,0.9257666268418958,0.7998118693347016,0.08336992858979675,0.6350595672258688
271,00:10:00,0.00027157045313469893,0.0,0.01104609859099337,0.12082962435463708,0.4383100488133309
86,21:05:00,0.004148952367567315,0.0,0.011495977617936692,0.1668553347150329,0.5013830973122495
1359,19:13:00,7.759155803848541e-05,0.0,0.0039862651458341105,0.2096492789745411,0.3080289513549906
265,00:04:00,0.0003491620111731843,0.0,0.010291273631448106,0.1221648566850635,0.4201312910284463
1417,07:20:00,0.4564711359404098,0.6168734491315135,0.5297884516714686,0.03190315114829945,0.6827133479212251
1115,15:09:00,0.6648820608317817,0.8997518610421835,0.7398073962979044,0.2572903685241236,0.06665544521124378
1079,14:33:00,0.7038790031496425,0.9582636399840704,0.7906618778860952,0.2549443158665162,0.07682956479455383
712,08:26:00,0.6229438237119802,0.8679900744416875,0.7541934719974741,0.046216841730460916,0.7635078269651572
668,06:47:00,0.03686304384628407,0.033365917236884916,0.05378049349316672,0.02958227458850504,0.6707777998806443
221,23:20:00,0.005858162631905649,0.0,0.014331807238426031,0.1326864874488154,0.499915839084329
113,21:32:00,0.004306331471135939,0.0,0.009536448671902727,0.16115364073348748,0.56404645682545
1186,16:20:00,0.6361099616065478,0.8561529271206694,0.6992474773388064,0.2692421814729096,0.10892292730367126
